id,title,note_format,swappable_sides,content_position,content_sub_position,content_type,markdown_content,file_url,is_correct
50,Functions 12 (Q127),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">let thing;
let func = (str = 'no arg') => {
  console.log(str);
};
func(thing);
func(null);</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
50,Functions 12 (Q127),multiple_choice,,2,1,text,"<code class=""language-javascript"">null 'no arg'</code>",,
50,Functions 12 (Q127),multiple_choice,,2,2,text,"<code class=""language-javascript"">'no arg' 'no arg'</code>",,
50,Functions 12 (Q127),multiple_choice,,2,3,text,"<code class=""language-javascript"">null null</code>",,
50,Functions 12 (Q127),multiple_choice,,2,4,text,"<code class=""language-javascript"">'no arg' null</code>",,1
50,Functions 12 (Q127),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Functions/Default_parameters"" target=""_blank"" rel=""noopener noreferrer"">
            Default parameters</a>.
        </li>
</ul>",,
51,"Functions 13 (Q129, Q148)",multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const myFunc = (num1, num2 = 2, num3 = 2) => {
  return num1 + num2 + num3;
};
let values = [1, 5];
const test = myFunc(2, ...values);
console.log(test);</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
51,"Functions 13 (Q129, Q148)",multiple_choice,,2,1,text,"<code class=""language-javascript"">8</code>",,1
51,"Functions 13 (Q129, Q148)",multiple_choice,,2,2,text,"<code class=""language-javascript"">6</code>",,
51,"Functions 13 (Q129, Q148)",multiple_choice,,2,3,text,"<code class=""language-javascript"">2</code>",,
51,"Functions 13 (Q129, Q148)",multiple_choice,,2,4,text,"<code class=""language-javascript"">12</code>",,
51,"Functions 13 (Q129, Q148)",multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Functions/Default_parameters"" target=""_blank"" rel=""noopener noreferrer"">
            Default parameters</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Spread_syntax"" target=""_blank"" rel=""noopener noreferrer"">
            Spread syntax (...)</a>.
        </li>
</ul>",,
52,Lexical structure 01 (Q28),multiple_choice,,1,1,text,"Why would you include a <code class=""language-javascript"">'use strict'</code> statement in a JavaScript file?",,
52,Lexical structure 01 (Q28),multiple_choice,,2,1,text,To tell parsers to interpret your JavaScript syntax loosely.,,
52,Lexical structure 01 (Q28),multiple_choice,,2,2,text,To tell parsers to enforce all JavaScript syntax rules when processing your code.,,1
52,Lexical structure 01 (Q28),multiple_choice,,2,3,text,To instruct the browser to automatically fix any errors it finds in the code.,,
52,Lexical structure 01 (Q28),multiple_choice,,2,4,text,To enable ES6 features in your code.,,
52,Lexical structure 01 (Q28),multiple_choice,,3,1,text,"Resource(s):
- <a href=""https://sentry.io/answers/javascript-use-strict/"" target=""_blank"" rel=""noopener noreferrer"">Strict mode</a>.",,
53,Lexical structure 02 (Q31),multiple_choice,,1,1,text,Which of the following is not a keyword in JavaScript?,,
53,Lexical structure 02 (Q31),multiple_choice,,2,1,text,this,,
53,Lexical structure 02 (Q31),multiple_choice,,2,2,text,catch,,
53,Lexical structure 02 (Q31),multiple_choice,,2,3,text,function,,
53,Lexical structure 02 (Q31),multiple_choice,,2,4,text,array,,1
53,Lexical structure 02 (Q31),multiple_choice,,3,1,text,"Resource(s):
- <a href=""https://www.programiz.com/javascript/keywords-identifiers"" target=""_blank"" rel=""noopener noreferrer"">JavaScript keywords and identifiers</a>.",,
54,Lexical structure 03 (Q60),multiple_choice,,1,1,text,Which of these is a valid variable name?,,
54,Lexical structure 03 (Q60),multiple_choice,,2,1,text,5thItem,,
54,Lexical structure 03 (Q60),multiple_choice,,2,2,text,firstName,,1
54,Lexical structure 03 (Q60),multiple_choice,,2,3,text,grand total,,
54,Lexical structure 03 (Q60),multiple_choice,,2,4,text,function,,
54,Lexical structure 03 (Q60),multiple_choice,,3,1,text,"Resource(s):
- <a href=""https://developer.mozilla.org/en-US/docs/Glossary/Identifier"" target=""_blank"" rel=""noopener noreferrer"">Identifier</a>.
- <a href=""https://www.delftstack.com/howto/javascript/javascript-valid-variable-names/"" target=""_blank"" rel=""noopener noreferrer"">JavaScript Valid Variable Names</a>.",,
55,Lexical structure 04 (Q66),multiple_choice,,1,1,text,How do you add a comment to JavaScript code?,,
55,Lexical structure 04 (Q66),multiple_choice,,2,1,text,! This is a comment,,
55,Lexical structure 04 (Q66),multiple_choice,,2,2,text,<span># This is a comment</span>,,
55,Lexical structure 04 (Q66),multiple_choice,,2,3,text,\\ This is a comment,,
55,Lexical structure 04 (Q66),multiple_choice,,2,4,text,// This is a comment,,1
55,Lexical structure 04 (Q66),multiple_choice,,3,1,text,"Resource(s):
- <a href=""https://www.digitalocean.com/community/tutorials/how-to-write-comments-in-javascript"" target=""_blank"" rel=""noopener noreferrer"">How To Write Comments in JavaScript</a>.",,
56,Modules 01 (Q37),multiple_choice,,1,1,text,"<p>
        How do you import the lodash library making it top-level API available as the ""_"" variable?
</p>",,
56,Modules 01 (Q37),multiple_choice,,2,1,text,"<code class=""language-javascript"">import _ from 'lodash';</code>",,1
56,Modules 01 (Q37),multiple_choice,,2,2,text,"<code class=""language-javascript"">import 'lodash' as _;</code>",,
56,Modules 01 (Q37),multiple_choice,,2,3,text,"<code class=""language-javascript"">import '_' from 'lodash;</code>",,
56,Modules 01 (Q37),multiple_choice,,2,4,text,"<code class=""language-javascript"">import lodash as _ from 'lodash';</code>",,
56,Modules 01 (Q37),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/import"" target=""_blank"" rel=""noopener noreferrer"">
            import</a>.
        </li>
</ul>",,
57,Modules 02 (Q102),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">// some-file.js
export const printMe = (str) => console.log(str);</code></pre>

<p>
        Which statement correctly imports the previous code from <i>some-file.js</i>?
</p>",,
57,Modules 02 (Q102),multiple_choice,,2,1,text,"<code class=""language-javascript"">import printMe from './some-file';</code>",,
57,Modules 02 (Q102),multiple_choice,,2,2,text,"<code class=""language-javascript"">import { printMe } from './some-file'</code>",,1
57,Modules 02 (Q102),multiple_choice,,2,3,text,"<code class=""language-javascript"">import default as printMe from './some-file';</code>",,
57,Modules 02 (Q102),multiple_choice,,2,4,text,"<code class=""language-javascript"">const printMe = import './some-file';</code>",,
57,Modules 02 (Q102),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://javascript.info/import-export"" target=""_blank"" rel=""noopener noreferrer"">
            export and import</a>.
        </li>
</ul>",,
58,Objects 01 (Q21),multiple_choice,,1,1,text,Which Object method returns an iterable that can be used to iterate over the properties of an object?,,
58,Objects 01 (Q21),multiple_choice,,2,1,text,"<code class=""language-javascript"">Object.get()</code>",,
58,Objects 01 (Q21),multiple_choice,,2,2,text,"<code class=""language-javascript"">Object.loop()</code>",,
58,Objects 01 (Q21),multiple_choice,,2,3,text,"<code class=""language-javascript"">Object.each()</code>",,
58,Objects 01 (Q21),multiple_choice,,2,4,text,"<code class=""language-javascript"">Object.keys()</code>",,1
58,Objects 01 (Q21),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://www.digitalocean.com/community/tutorials/how-to-use-object-methods-in-javascript"" target=""_blank"" rel=""noopener noreferrer"">
            Object methods</a>.
        </li>
</ul>",,
59,Objects 02 (Q24),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const dessert = { type: 'pie' };
dessert.type = 'pudding';</code></pre>

<p>
        What is the value of <code class=""language-javascript"">dessert.type</code> after executing the previous code?
</p>",,
59,Objects 02 (Q24),multiple_choice,,2,1,text,"<code class=""language-javascript"">'pie'</code>",,
59,Objects 02 (Q24),multiple_choice,,2,2,text,The code will throw an error.,,
59,Objects 02 (Q24),multiple_choice,,2,3,text,"<code class=""language-javascript"">'pudding'</code>",,1
59,Objects 02 (Q24),multiple_choice,,2,4,text,"<code class=""language-javascript"">undefined</code>",,
59,Objects 02 (Q24),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Working_with_Objects"" target=""_blank"" rel=""noopener noreferrer"">
            Working with objects</a>.
        </li>
</ul>",,
60,Objects 03 (Q76),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">function logThis() {
  console.log(this);
}
logThis();</code></pre>
<p>
        What does the previous code print to the screen?
</p>",,
60,Objects 03 (Q76),multiple_choice,,2,1,text,"<code class=""language-javascript"">function</code>",,
60,Objects 03 (Q76),multiple_choice,,2,2,text,"<code class=""language-javascript"">undefined</code>",,
60,Objects 03 (Q76),multiple_choice,,2,3,text,"<code class=""language-javascript"">Function.prototype</code>",,
60,Objects 03 (Q76),multiple_choice,,2,4,text,The global object,,1
60,Objects 03 (Q76),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""https://www.javascripttutorial.net/javascript-this/"" target=""_blank"" rel=""noopener noreferrer"">
            Demystifying the JavaScript this keyword</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Glossary/Global_object"" target=""_blank"" rel=""noopener noreferrer"">
            Global object</a>.
        </li>
</ul>",,
61,Objects 04 (Q81),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const foo = {
  bar() {
    console.log('Hello, world!');
  },
  name: 'Albert',
  age: 26,
};</code></pre>
<p>
        What is wrong with the previous code?
</p>",,
61,Objects 04 (Q81),multiple_choice,,2,1,text,"The function <code class=""language-javascript"">bar</code> needs to be defined as a key/value pair.",,
61,Objects 04 (Q81),multiple_choice,,2,2,text,Trailing commas are not allowed in JavaScript.,,
61,Objects 04 (Q81),multiple_choice,,2,3,text,Functions cannot be declared as properties of objects.,,
61,Objects 04 (Q81),multiple_choice,,2,4,text,"Nothing, everything is fine.",,1
61,Objects 04 (Q81),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""https://www.javascripttutorial.net/javascript-object-methods/"" target=""_blank"" rel=""noopener noreferrer"">
            Javascript object methods</a>.
        </li>
</ul>",,
62,Objects 05 (Q84),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const foo = {
  name: 'Albert',
};</code></pre>

<p>
        How do you remove the property name from the <code class=""language-javascript"">foo</code> object?
</p>",,
62,Objects 05 (Q84),multiple_choice,,2,1,text,"<code class=""language-javascript"">delete name from foo;</code>",,
62,Objects 05 (Q84),multiple_choice,,2,2,text,"<code class=""language-javascript"">delete foo.name;</code>",,1
62,Objects 05 (Q84),multiple_choice,,2,3,text,"<code class=""language-javascript"">del foo.name;</code>",,
62,Objects 05 (Q84),multiple_choice,,2,4,text,"<code class=""language-javascript"">remove foo.name;</code>",,
62,Objects 05 (Q84),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/delete"" target=""_blank"" rel=""noopener noreferrer"">
            delete</a>.
        </li>
</ul>",,
63,Objects 06 (Q92),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const obj = {
  a: 1,
  b: 2,
  c: 3,
};

const obj2 = {
  ...obj,
  a: 0,
};

console.log(obj2.a, obj2.b);</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
63,Objects 06 (Q92),multiple_choice,,2,1,text,"Nothing, it throws an error.",,
63,Objects 06 (Q92),multiple_choice,,2,2,text,"<code class=""language-javascript"">0</code> <code class=""language-javascript"">2</code>",,1
63,Objects 06 (Q92),multiple_choice,,2,3,text,"<code class=""language-javascript"">undefined</code> <code class=""language-javascript"">2</code>",,
63,Objects 06 (Q92),multiple_choice,,2,4,text,"<code class=""language-javascript"">1</code> <code class=""language-javascript"">2</code>",,
63,Objects 06 (Q92),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Spread_syntax"" target=""_blank"" rel=""noopener noreferrer"">
            Spread syntax (...)</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Object_initializer#duplicate_property_names"" target=""_blank"" rel=""noopener noreferrer"">
            Duplicate property names</a>.
        </li>
</ul>",,
64,Objects 07 (Q35),multiple_choice,,1,1,text,Why is it usually better to work with Objects instead of Arrays to store a collection of records?,,
64,Objects 07 (Q35),multiple_choice,,2,1,text,Objects are more efficient in terms of storage.,,
64,Objects 07 (Q35),multiple_choice,,2,2,text,Adding a record to an object is significantly faster than pushing a record into an array.,,
64,Objects 07 (Q35),multiple_choice,,2,3,text,"Most operations involve looking up a record, and objects are more adpated than arrays to do this.",,1
64,Objects 07 (Q35),multiple_choice,,2,4,text,Working with objects makes the code more readable.,,1
64,Objects 07 (Q35),multiple_choice,,3,1,text,"<p class=""subtitle"">Explanation</p>
<p>
        Records in an object can be retrieved using their key which can be any given value
        (an employee ID, a city name, etc.),
        whereas to retrieve a record from an array we need to know its index.
</p>",,
65,Objects 08 (Q116),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const person = { name: 'Dave', age: 40, hairColor: 'blue' };
const result = Object.keys(person).map((x) => x.toUpperCase());</code></pre>

<p>
        What will be the value of <code class=""language-javascript"">result</code> after running the previous code?
</p>",,
65,Objects 08 (Q116),multiple_choice,,2,1,text,"It will throw a <code class=""language-javascript"">TypeError</code>.",,
65,Objects 08 (Q116),multiple_choice,,2,2,text,"<code class=""language-javascript"">[""Name"", ""Age"", ""HairColor""]</code>",,
65,Objects 08 (Q116),multiple_choice,,2,3,text,"<code class=""language-javascript"">[""DAVE"", 40, ""BLUE""]</code>",,
65,Objects 08 (Q116),multiple_choice,,2,4,text,"<code class=""language-javascript"">[""NAME"", ""AGE"", ""HAIRCOLOR""]</code>",,1
65,Objects 08 (Q116),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object/keys"" target=""_blank"" rel=""noopener noreferrer"">
            Object.keys()</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/map"" target=""_blank"" rel=""noopener noreferrer"">
            Array.prototype.map()</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/String/toUpperCase"" target=""_blank"" rel=""noopener noreferrer"">
            String.prototype.toUpperCase())</a>.
        </li>
</ul>",,
66,Objects 09 (Q119),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">let obj = {};</code></pre>

<p>
        How can you attempt to access the property <code class=""language-javascript"">a.b</code>
        on <code class=""language-javascript"">obj</code> without throwing an error
        if <code class=""language-javascript"">a</code> is <code class=""language-javascript"">undefined</code>?
</p>",,
66,Objects 09 (Q119),multiple_choice,,2,1,text,"<code class=""language-javascript"">obj?.a.b</code>",,
66,Objects 09 (Q119),multiple_choice,,2,2,text,"<code class=""language-javascript"">obj.a?.b</code>",,1
66,Objects 09 (Q119),multiple_choice,,2,3,text,"<code class=""language-javascript"">obj[a][b]</code>",,
66,Objects 09 (Q119),multiple_choice,,2,4,text,"<code class=""language-javascript"">obj.?a.?b</code>",,
66,Objects 09 (Q119),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Optional_chaining"" target=""_blank"" rel=""noopener noreferrer"">
            Optional chaining (?.)</a>.
        </li>
</ul>",,
67,Objects 10 (Q125),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">let bear = {
  sound: 'roar',
  roar() {
    console.log(this.sound);
  },
};

bear.sound = 'grunt';
let bearSound = bear.roar;
bearSound();</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
67,Objects 10 (Q125),multiple_choice,,2,1,text,Nothing is printed to the console.,,
67,Objects 10 (Q125),multiple_choice,,2,2,text,"<code class=""language-javascript"">'grunt'</code>",,
67,Objects 10 (Q125),multiple_choice,,2,3,text,"<code class=""language-javascript"">undefined</code>",,1
67,Objects 10 (Q125),multiple_choice,,2,4,text,"<code class=""language-javascript"">'roar'</code>",,
67,Objects 10 (Q125),multiple_choice,,3,1,text,"<p class=""subtitle"">Explanation</p>
<p>
        When the function <code class=""language-javascript"">bearSound()</code> is executed,
        the property <code class=""language-javascript"">sound</code> of the object referred by <code class=""language-javascript"">this</code>
        is printed to the screen.
</p>

<p>
        In the scope in which  <code class=""language-javascript"">bearSound()</code> is executed (i.e. the scope of the file in which the code is),
        <code class=""language-javascript"">this</code> refers to the global object, either <code class=""language-javascript"">window</code>
        or <code class=""language-javascript"">global</code> depending on where you are running the code (in a browser or on Node).
</p>

<p>
        Since the global object doesn't have a <code class=""language-javascript"">sound</code> property, 
        <code class=""language-javascript"">undefined</code> is printed to the screen.
</p>

<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://www.javascripttutorial.net/javascript-this/"" target=""_blank"" rel=""noopener noreferrer"">
            Demystifying the JavaScript this keyword</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Glossary/Global_object"" target=""_blank"" rel=""noopener noreferrer"">
            Global object</a>.
        </li>
</ul>",,
68,Objects 11 (Q134),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">let cat = Object.create({ type: 'lion' });
cat.size = 'large';

let copyCat = { ...cat };
cat.type = 'tiger';

console.log(copyCat.type, copyCat.size);</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
68,Objects 11 (Q134),multiple_choice,,2,1,text,"<code class=""language-javascript"">'tiger' 'large'</code>",,
68,Objects 11 (Q134),multiple_choice,,2,2,text,"<code class=""language-javascript"">'lion' undefined</code>",,
68,Objects 11 (Q134),multiple_choice,,2,3,text,"<code class=""language-javascript"">undefined 'large'</code>",,1
68,Objects 11 (Q134),multiple_choice,,2,4,text,"<code class=""language-javascript"">'lion' 'large'</code>",,
68,Objects 11 (Q134),multiple_choice,,3,1,text,"<p class=""subtitle"">Explanation</p>

<p>
        On the first line, an object <code class=""language-javascript"">cat</code> is created.
        Its prototype is the object <code class=""language-javascript"">{ type: 'lion' }</code>,
        i.e. the argument of <code class=""language-javascript"">Object.create()</code>.
</p>

<p>
        This means that <code class=""language-javascript"">cat.type</code> returns the string <code class=""language-javascript"">'lion'</code>,
        thanks to prototypal inheritance.
        The JavaScript engine first looks for a property named <code class=""language-javascript"">type</code>
        on the <code class=""language-javascript"">cat</code> object.
        If it doesn't find one, it looks in the prototype.
        Here, the prototype happens to have a property named <code class=""language-javascript"">type</code>,
        so the JavaScript engine stops climbing up the prototype chain.
        But note that the <code class=""language-javascript"">type</code> property is not an own property
        of <code class=""language-javascript"">cat</code>. It is ""inherited"" from its prototype.
        In other words, at this point of the code, the object <code class=""language-javascript"">cat</code>
        doesn't have any own property, i.e. properties defined at its ""level"".
</p>

<p>
        The second line of the code adds an own property named <code class=""language-javascript"">size</code>
        to the <code class=""language-javascript"">cat</code> object.
        At this point, the <code class=""language-javascript"">cat</code> object looks like this:
        <code class=""language-javascript"">{ size: 'large' }</code>.
</p>

<p>
        Then, a <code class=""language-javascript"">copyCat</code> object is created by using the spread operator
        (<code class=""language-javascript"">...</code>).
        At this point, the <code class=""language-javascript"">copyCat</code> object looks like this:
        <code class=""language-javascript"">{ size: 'large' }</code>.
        Thanks to the use of the spread operator and to the fact that the
        <code class=""language-javascript"">size</code> property has a primitive value (a string),
        the <code class=""language-javascript"">copyCat</code> object happens to be a deep copy of the
        <code class=""language-javascript"">cat</code> object.
        In other words, the 2 objects are totally independent from one another:
        an update of the value of the property <code class=""language-javascript"">size</code> 
        on 1 object doesn't affect the other object and vice versa.
</p>

<p>
        Then, a property named <code class=""language-javascript"">type</code> is added to the <code class=""language-javascript"">cat</code> object.
        This doesn't change the <code class=""language-javascript"">copyCat</code> object.
        Also, the <code class=""language-javascript"">cat</code> object now has an own property named
        <code class=""language-javascript"">type</code>.
        This own property overrides the <code class=""language-javascript"">type</code>
        property defined on the prototype of <code class=""language-javascript"">cat</code>.
        A this point, <code class=""language-javascript"">cat.type</code> now returns the string
        <code class=""language-javascript"">'tiger'</code> instead of the string
        <code class=""language-javascript"">'lion'</code>.
</p>

<p>
        To sum up, this is what the 2 objects look like:
</p>

<ol>
        <li>
          <code class=""language-javascript"">cat</code>: <code class=""language-javascript"">{ size: 'large', type: 'tiger' }</code>.
        </li>
        <li>
          <code class=""language-javascript"">copyCat</code>: <code class=""language-javascript"">{ size: 'large' }</code>.
        </li>
</ol>

<p>
        <code class=""language-javascript"">copyCat</code> doesn't have a <code class=""language-javascript"">type</code> property, and none of its prototypes do.
        Note that the prototypes of <code class=""language-javascript"">copyCat</code> are: <code class=""language-javascript"">Object.prototype</code> then <code class=""language-javascript"">null</code>.
        So <code class=""language-javascript"">copyCat.type</code> returns the primitive value <code class=""language-javascript"">undefined</code>.
</p>

<p>
        <code class=""language-javascript"">copyCat</code> has an own property <code class=""language-javascript"">size</code>.
        <code class=""language-javascript"">copyCat.size</code> returns the string <code class=""language-javascript"">'large'</code>.
</p>

<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object/create"" target=""_blank"" rel=""noopener noreferrer"">
            Object.create()</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Spread_syntax"" target=""_blank"" rel=""noopener noreferrer"">
            Spread syntax (...)</a>.
        </li>
        <li>
          <a href=""https://www.javascripttutorial.net/object/3-ways-to-copy-objects-in-javascript/"" target=""_blank"" rel=""noopener noreferrer"">
            3 ways to copy objects in JavaScript</a>.
        </li>
</ul>",,
69,Objects 12 (Q141),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const obj1 = { first: 20, second: 30, first: 50 };
console.log(obj1);</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
69,Objects 12 (Q141),multiple_choice,,2,1,text,"<code class=""language-javascript"">first: 30 , second: 50</code>.",,
69,Objects 12 (Q141),multiple_choice,,2,2,text,"<code class=""language-javascript"">first: 50 , second: 30</code>.",,1
69,Objects 12 (Q141),multiple_choice,,2,3,text,"<code class=""language-javascript"">first: 30 , second: 20</code>.",,
69,Objects 12 (Q141),multiple_choice,,2,4,text,None of the other solutions.,,
69,Objects 12 (Q141),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Object_initializer#duplicate_property_names"" target=""_blank"" rel=""noopener noreferrer"">
            Duplicate property names</a>.
        </li>
</ul>",,
70,Objects 13 (Q42),multiple_choice,,1,1,text,"<p>
        Your code is producing the error: <code class=""language-javascript"">TypeError: Cannot read property 'reduce' of undefined</code>.
        What does that mean?
</p>",,
70,Objects 13 (Q42),multiple_choice,,2,1,text,"You are calling a method named <code class=""language-javascript"">reduce</code> on <code class=""language-javascript"">undefined</code>.",,1
70,Objects 13 (Q42),multiple_choice,,2,2,text,"You are calling a method named <code class=""language-javascript"">reduce</code> on an object that does not exist.",,
70,Objects 13 (Q42),multiple_choice,,2,3,text,"You are calling a method named <code class=""language-javascript"">reduce</code> on an empty array.",,
70,Objects 13 (Q42),multiple_choice,,2,4,text,"You are calling a method named <code class=""language-javascript"">reduce</code> on <code class=""language-javascript"">null</code>.",,
70,Objects 13 (Q42),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Errors/No_properties"" target=""_blank"" rel=""noopener noreferrer"">
            TypeError: ""x"" has no properties</a>.
        </li>
</ul>",,
71,OOP 01 (Q5),multiple_choice,,1,1,text,"<p>
        Which statement creates a new Person object called ""student""?
</p>",,
71,OOP 01 (Q5),multiple_choice,,2,1,text,"<code class=""language-javascript"">const student = new Person();</code>",,1
71,OOP 01 (Q5),multiple_choice,,2,2,text,"<code class=""language-javascript"">const student = construct Person;</code>",,
71,OOP 01 (Q5),multiple_choice,,2,3,text,"<code class=""language-javascript"">const student = Person();</code>",,
71,OOP 01 (Q5),multiple_choice,,2,4,text,"<code class=""language-javascript"">const student = construct Person();</code>",,
71,OOP 01 (Q5),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/new"" target=""_blank"" rel=""noopener noreferrer"">
            The new operator</a>.
        </li>
</ul>",,
72,OOP 02 (Q7),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">class Animal {
  static belly = [];
  eat() {
    Animal.belly.push('food');
  }
}
let a = new Animal();
a.eat();
console.log(/* Snippet Here */); // Prints food</code></pre>

<p>
        Which snippet could you add to the previous code to print <code class=""language-javascript"">'food'</code> to the screen?
</p>",,
72,OOP 02 (Q7),multiple_choice,,2,1,text,"<code class=""language-javascript"">a.prototype.belly[0]</code>",,
72,OOP 02 (Q7),multiple_choice,,2,2,text,"<code class=""language-javascript"">Object.getPrototype0f (a).belly[0]</code>",,
72,OOP 02 (Q7),multiple_choice,,2,3,text,"<code class=""language-javascript"">Animal.belly[0]</code>",,1
72,OOP 02 (Q7),multiple_choice,,2,4,text,"<code class=""language-javascript"">a.belly[0]</code>",,
72,OOP 02 (Q7),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://www.javascripttutorial.net/es6/javascript-static-method/"" target=""_blank"" rel=""noopener noreferrer"">
            JavaScript static methods</a>.
        </li>
</ul>",,
73,OOP 03 (Q11),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const Storm = function () {};
Storm.prototype.precip = 'rain';
const WinterStorm = function () {};
WinterStorm.prototype = new Storm();
WinterStorm.prototype.precip = 'snow';
const bob = new WinterStorm();
console.log(bob.precip);</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
73,OOP 03 (Q11),multiple_choice,,2,1,text,"<code class=""language-javascript"">Storm()</code>",,
73,OOP 03 (Q11),multiple_choice,,2,2,text,"<code class=""language-javascript"">undefined</code>",,
73,OOP 03 (Q11),multiple_choice,,2,3,text,"<code class=""language-javascript"">'rain'</code>",,
73,OOP 03 (Q11),multiple_choice,,2,4,text,"<code class=""language-javascript"">'snow'</code>",,1
